id,正文,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4312441271712879,#青岛生活# 81张照片感受一下崂山港东码头晒鱼季 | 青岛（图⑧海鸥来了）来源@青岛随手拍 摄影/@qd紫梦幽笛 ,"https://wx2.sinaimg.cn/large/8575b0b5ly1fxr6awxyq0j20j63mmqv9.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxr6ayzsizj20j6468hdy.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxr6b1dahxj20j6304npg.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxr6b2zm9pj20j637ue85.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxr6b6nsxrj20j65iwqvc.jpg,https://wx2.sinaimg.cn/large/8575b0b5ly1fxr6b81yyvj20j63cxkjp.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxr6babg7oj20j62d8u0z.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxr6bd10ehj20j63bfb2b.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxr6bf16jtj20j62mrnpf.jpg",,,2018-12-01,微博 weibo.com,17,4,5,青岛生活,"青岛随手拍,qd紫梦幽笛"
4312426171653344,#青岛人爱分享# 【告别丑照！收好这9个证件照拍摄技巧】公安部通报，身份证相片可以“多拍优选”了。如果对拍摄的身份证相片不满意，可重新拍照3次，选出满意相片。怎样才能拍出好的证件照？你可别把希望全寄托给摄影师。送你9个技巧，助你找到最美角度、拍出最美瞬间。一次搞定证件照，转需！  ...全文,"https://wx1.sinaimg.cn/large/8575b0b5ly1fxr67q9vt9j20j60j6h3n.jpg,https://wx3.sinaimg.cn/large/8575b0b5ly1fxr67sb4jkj20j60j6dvl.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxr67usc9wj20j60j6arh.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxr67wpv3qj20j60j6dwz.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxr67z12jaj20j60j6dw1.jpg,https://wx3.sinaimg.cn/large/8575b0b5ly1fxr681u0uyj20j60j6h2b.jpg,https://wx3.sinaimg.cn/large/8575b0b5ly1fxr6833k1fj20j60j6dwr.jpg,https://wx3.sinaimg.cn/large/8575b0b5ly1fxr685ayxsj20j60j6apv.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxr687zrd9j20j60j6arj.jpg",,,2018-12-01,微博 weibo.com,17,2,5,青岛人爱分享,
4312417959403584,【转发提醒！元旦假期火车票今天开售！你打算去哪儿跨年】今天起，元旦小长假火车票正式发售，旅客可通过12306网站、12306手机客户端或拨打95105105订票电话，购买元旦小长假首日的火车票。元旦假期为2018年12月30日至2019年1月1日。想好和谁去哪儿了吗？ （央视新闻） ,"https://wx4.sinaimg.cn/large/8575b0b5ly1fxr7gpfqt1j20c80zx4k8.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxr7gqgpqwj20c80kraok.jpg,https://wx2.sinaimg.cn/large/8575b0b5ly1fxr7gsbhetj20c80jjqdp.jpg,https://wx3.sinaimg.cn/large/8575b0b5ly1fxr7gu5xyvj20c80k2wqh.jpg",,,2018-12-01,360安全浏览器,3,0,2,,
4312413861992974,#单身男女通过DNA配对#【科学相亲时代来临？英国专家：2025年单身男女可通过DNA配对】全世界都在恋爱，只有你还是单身狗？近日，伦敦帝国理工学院研究人员对约会的未来状况做出了预测:“到2025年，基因匹配和人工智能的结合，可以预测单身男女之间的性吸引力和相容性，从而进行匹配。 ...全文,,http://gslb.miaopai.com/stream/yAS8u-rZv34lXzfteBmjSepzPRG0hAHdhxafnA__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32,,2018-12-01,360安全浏览器,2,3,6,单身男女通过DNA配对,
4312411076784830,#你一定要来青岛#【细品另一种美！画中青岛，让我怎能不爱上你！】眼睛通过波长看到彩色的世界，时代发展我们的世界逐渐从黑白变成彩色。通过不同的艺术形式将美丽的青岛展现的淋漓尽致，让我们来看看各种笔下不同感觉的青岛。 ,"https://wx4.sinaimg.cn/large/8575b0b5ly1fxr647fespj20c80afwm6.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxr649ckmbj20c809xju7.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxr64b8x1cj20c8096tft.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxr64cxwjsj20c808wn0a.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxr64f4j86j20c80cc77f.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxr64gw37fj20c809vq73.jpg,https://wx3.sinaimg.cn/large/8575b0b5ly1fxr64j64x7j20c809j47o.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxr64li317j20c809tzo1.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxr64nkpnqj20c808wqan.jpg",,,2018-12-01,微博 weibo.com,4,0,0,你一定要来青岛,
4312404432728151,#青岛人爱分享# 【中国科学家发现蜘蛛哺乳行为 乳汁蛋白含量是牛奶4倍】中科院西双版纳热带植物园研究员权锐昌及其博士后陈占启发现蜘蛛（大蚁蛛）能够通过哺乳喂奶抚养后代。11月30日该研究成果发表在Science杂志。此发现改写了我们对“哺乳动物”的认识。这是国际上首次发现哺乳动物之外能通过哺乳养 ...全文,,http://gslb.miaopai.com/stream/NRSqPHZc0nJ-75k~vpDx~mQ6IlHpnLfS4spu0w__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32,,2018-12-01,360安全浏览器,6,0,4,青岛人爱分享,
4312403468387386,#把今年的所有遗憾终结# 2018的最后一个月，小布祝你心想事成！   ,"https://wx1.sinaimg.cn/large/8575b0b5ly1fxr5sfllsrj20c80c8gnf.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxr5sj206mj20c80c80ui.jpg,https://wx2.sinaimg.cn/large/8575b0b5ly1fxr5slek6oj20c80c8abw.jpg,https://wx3.sinaimg.cn/large/8575b0b5ly1fxr5sn8hvzj20c80c8q4l.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxr5spqdm2j208c08c3z3.jpg,https://wx2.sinaimg.cn/large/8575b0b5ly1fxr5srm522j20c80c8dho.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxr5sted7bj20c80c8dhr.jpg,https://wx2.sinaimg.cn/large/8575b0b5ly1fxr5svjq7tj20c80c8dhf.jpg,https://wx3.sinaimg.cn/large/8575b0b5ly1fxr5sxgquaj20c80c8mz6.jpg",,,2018-12-01,360安全浏览器,145,5,54,把今年的所有遗憾终结,
4312395218141367,#吃在青岛# 【探店青岛私房菜】密子君在青岛~私房菜馆混搭酒吧，50元香辣蟹鲜到啃壳，超厚牛舌美到舔盘，这些美食你吃过吗？via.@密子君 密子君的酷燃视频 ,,"http://fus.cdn.krcom.cn/000Mgb7Dlx07pBy3Nla801040206fUW60E030.mp4?label=mp4_720p&template=1280x720.20.0&Expires=1566190472&ssig=%2FjE2Kh5VG%2B&KID=unistore,video",,2018-12-01,微博 weibo.com,32,9,9,吃在青岛,密子君
4312388172018967,#你一定要来青岛#【天冷去哪儿玩？青岛这些都是室内的好去处！】说起室内不光有馆子和桌游，还有展览博物馆，准备准备去探寻一下吧！ ,"https://wx4.sinaimg.cn/large/8575b0b5ly1fxqis9e1z7j20dc142txq.jpg,https://wx3.sinaimg.cn/large/8575b0b5ly1fxqiscwj8pj20dc15xe38.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxqisgm87lj20dc14vqr8.jpg,https://wx2.sinaimg.cn/large/8575b0b5ly1fxqisirpl1j20dc15g4qp.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxqislv3ccj20dc15m4qp.jpg,https://wx3.sinaimg.cn/large/8575b0b5ly1fxqisoqqzsj20dc12b1kx.jpg,https://wx3.sinaimg.cn/large/8575b0b5ly1fxqisrkg7sj20dc15y7wh.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxqisuhhepj20dc1cityl.jpg,https://wx3.sinaimg.cn/large/8575b0b5ly1fxqisxjc8qj20dc0z5aug.jpg",,,2018-12-01,微博 weibo.com,9,2,9,你一定要来青岛,
4312376092558267,#今日互动# 你能听出青岛各个区的口音有什么区别吗？ ,https://wx3.sinaimg.cn/large/8575b0b5ly1fxqir7ryisg206o06ote2.gif,,,2018-12-01,微博 weibo.com,7,26,2,今日互动,
4312358732179071,#青岛正能量# 【生活垃圾变“空气” 我市首个有机生活垃圾处理站落地大润发】11月30日，市南区有机生活垃圾处理站进入试运行阶段。该垃圾处理站位于宁夏路与新田路路口，是目前青岛市首个有机生活垃圾处理站。生活垃圾变“空气” 我市首个有机生活垃圾处理站落地大润发 ,"https://wx3.sinaimg.cn/large/8575b0b5ly1fxqinbr28jj20j60eeh3k.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxqinef08pj20j60ee4eo.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxqingf9btj20j60ee4eo.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxqinixmrrj20j60eee10.jpg,https://wx3.sinaimg.cn/large/8575b0b5ly1fxqinl5os5j20j60ee1ck.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxqinndv9mj20j60ee7m5.jpg",,,2018-12-01,微博 weibo.com,1,10,2,青岛正能量,
4312342374100747,#青岛城事# 【改革开放40周年书画雅集暨摄影图片展来了，你不去看看？】11月28日，民建青岛市委庆祝改革开放四十周年书画摄影展开幕。via.@半岛都市报 半岛V视的酷燃视频 ,,"http://fus.cdn.krcom.cn/000NHxTVlx07pBTAN7iU01040200mS4d0E010.mp4?label=mp4_hd&template=480x272.20.0&Expires=1566190472&ssig=W7nQI153bq&KID=unistore,video",,2018-12-01,微博 weibo.com,5,3,1,青岛城事,半岛都市报
4312319720715888,#早安青岛# 【#2018只剩1个月了#，年初立的flag还是那个flag】计划瘦十斤最后却胖了十斤；说好每天坚持锻炼，健身卡却已落满灰尘；想学几项新技能，可一有空就在刷手机。这是你的2018吗？这一年，还剩最后一个月。与其懊悔纠结，不如抓住当下，改变什么时候都不晚。努力，为2018画上圆满句点。早安！  ...全文,"https://wx4.sinaimg.cn/large/8575b0b5ly1fxqik0cvfaj20go0go41l.jpg,https://wx3.sinaimg.cn/large/8575b0b5ly1fxqik2vhebj20go0gowkb.jpg,https://wx3.sinaimg.cn/large/8575b0b5ly1fxqik538s5j20go0go0x4.jpg,https://wx2.sinaimg.cn/large/8575b0b5ly1fxqik7xj6kj20go0gogqr.jpg,https://wx2.sinaimg.cn/large/8575b0b5ly1fxqikactgvj20go0goq71.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxqikcnr6tj20go0gotca.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxqikfc1fxj20go0gon0n.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxqikhp794j20go0gotc7.jpg,https://wx3.sinaimg.cn/large/8575b0b5ly1fxqikjvp9sj20go0go78w.jpg",,,2018-12-01,微博 weibo.com,2,2,3,"早安青岛,2018只剩1个月了",
4312207003554953,#晚安青岛# 只要心是晴朗的，人生就没有雨天。#打卡第十九天# ,https://wx2.sinaimg.cn/large/8575b0b5ly1fxqj8tvhb4j20qo0zkadn.jpg,,,2018-12-01,HUAWEI Mate 20 Pro,20,5,3,"晚安青岛,打卡第十九天",
4307110331940407,#晚安青岛# 天冷了，各位小伙伴记得加衣，如果收到请在评论里回1，如果假装没看到请在评论里回2，如果这是你第五天打卡早休息，那请留言6666 ,https://wx2.sinaimg.cn/large/8575b0b5ly1fxa9mu6ia8j208c08ct8y.jpg,,,2018-11-16,iPhone客户端,13,61,2,晚安青岛,
4307107203705253,#青岛夜读# 【TED演讲：别再闲谈了，聊点儿有意义的吧！】生活中我们不免会和不熟的人寒暄一下、聊聊天，有时甚至会花很多时间聊有的没的，最终尴尬收场，除了浪费时间以外什么都得不到。所以，试着和陌生人进行些深入的对话吧，你会发现很多人虽然从未谋面，却着实像你的老友一般，带给你惊喜。 ...全文,,http://gslb.miaopai.com/stream/56~hV7dTmLYYnvTWNmNx0n5Ge1yGtxZ9vKwqcQ__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32,,2018-11-16,iPhone客户端,8,1,13,青岛夜读,
4307092188024028,【狗狗的牵引绳，你选对了吗？】带狗狗外出时，为它系好牵引绳，既是对狗狗的安全保证，也是对陌生人的尊重。要成为一个优秀的主人，挑选牵引绳的知识可得储备好。项圈和穿戴式胸背哪个好？牵引带买多长的合适？哪个类型的牵引绳最不推荐？看视频↓转存，#遇见美好#！央视新闻的秒拍视频 ,,"http://gslb.miaopai.com/stream/i92k3m7phvCUEPMyDG5zDdgMoZlnsV4cLK2j7g__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&Expires=1566190507&ssig=DUFpYE1bbA&KID=unistore,video",,2018-11-16,微博 weibo.com,8,1,4,遇见美好,
4307087859670778,【来，听一首写给现在和未来的歌！】由@吴磊LEO @许魏洲ZZ @宋祖儿lareina @熊梓淇 @关晓彤 @杨紫 @鞠婧祎 等青年人共同演唱的MV《未来已来》今日上线。该MV由共青团北京市委员会、@中国青年报 等共同打造，通过歌声，让年轻人唱出放飞梦想，未来已来的宣言！中国青年报的秒拍视频 ,,"http://f.us.sinaimg.cn/001dfBPElx07peARaLtS01040201HEa20k020.mp4?label=mp4_720p&template=1280x720.28.0&Expires=1566190507&ssig=SQMM6vp8iD&KID=unistore,video",,2018-11-16,微博 weibo.com,9,2,6,,"吴磊LEO,许魏洲ZZ,宋祖儿lareina,熊梓淇,关晓彤,杨紫,鞠婧祎,中国青年报"
4307067516249408,#今日互动# 你觉得最能代表青岛的美食是什么？ ,https://wx2.sinaimg.cn/large/8575b0b5ly1fxa4zcrrocj20ji0ji765.jpg,,,2018-11-16,iPhone客户端,25,113,3,今日互动,
4307051343513043,周末在即，赶紧#带着微博去青岛# ，欣赏浪漫秋色吧图via@一人独钓一海秋 ,"https://wx4.sinaimg.cn/large/8575b0b5ly1fxa32w3tf6j20k00df40l.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxa32vu9igj20k00dcmyp.jpg,https://wx2.sinaimg.cn/large/8575b0b5ly1fxa32wno36j20k00dfdi6.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxa32x3phdj20k00dfn0b.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxa32xfyj2j20k00dfabv.jpg,https://wx2.sinaimg.cn/large/8575b0b5ly1fxa32xmb19j20k00ddjtq.jpg,https://wx2.sinaimg.cn/large/8575b0b5ly1fxa32xv222j20k00ddgog.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxa32y0ngdj20k00df416.jpg,https://wx3.sinaimg.cn/large/8575b0b5ly1fxa32y6y0hj20k00dgtb9.jpg",,,2018-11-16,iPhone客户端,20,5,2,带着微博去青岛,一人独钓一海秋
4307043655455787,#吃在青岛#【冬天喝汤最舒服啦～ 】排骨汤的9种做法，学会这几种方法，天天喝汤不重样！ ,"https://wx1.sinaimg.cn/large/8575b0b5ly1fxa28o6w3gj20ck0dj3zs.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxa28ofx8kj20ck0dnmym.jpg,https://wx2.sinaimg.cn/large/8575b0b5ly1fxa28olcncj20ck0dtmyf.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxa28or3l3j20ck0dt75k.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxa28oxid2j20ck0byt9v.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxa28p5ok9j20ck0dtq4d.jpg,https://wx2.sinaimg.cn/large/8575b0b5ly1fxa28nxt84j20ck0dsmyh.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxa28pcj8zj20ck0dgdh6.jpg,https://wx4.sinaimg.cn/large/8575b0b5ly1fxa28pipryj20ck0dt75k.jpg",,,2018-11-16,iPhone客户端,25,1,29,吃在青岛,
4307029772610085,【油价大降，创近4年之最！这次，省的钱是以往3倍！】新一轮成品油调价窗口将于今天24时开启。本次，汽油每吨将下调510元、柴油每吨将下调490元。全国平均来看，92号汽油每升下调0.4元；95号汽油每升下调0.42元；0号柴油每升下调0.42元。加满一箱92号汽油将节省20元。@央视财经 油价大降，创近4年之最！这次，省的钱是以往3倍！  ...全文,"https://wx3.sinaimg.cn/large/8575b0b5ly1fxa0nbos7tj20ck0fv75c.jpg,https://wx1.sinaimg.cn/large/8575b0b5ly1fxa0nbi39sj20a70puabn.jpg",,,2018-11-16,iPhone客户端,5,14,4,,央视财经
4307022511894330,#青岛城事#【2018日韩（青岛）进口商品博览会今日开幕——为期四天两万余件产品参展】由青岛市人民政府主办，青岛市城阳区人民政府承办的2018日韩（青岛）进口商品博览会16日在青岛市城阳区山东国际农展中心隆重开幕。据悉，此次展会为期4天，有超过1500余家高品质企业的2万余件产品参展，品类丰富、覆 ...全文,"https://wx3.sinaimg.cn/large/8575b0b5ly1fx9zt4vlvoj21400u0hdx.jpg,https://wx3.sinaimg.cn/large/8575b0b5ly1fx9zszoin6j217u0u0kjm.jpg",,,2018-11-16,微博 weibo.com,9,6,2,青岛城事,
4307019277990547,【教育部印发新时代教师职业行为十项准则：坚决查处师德违规行为】准则要求，实行师德失范“一票否决”。对于有严重侵害学生行为的，一经查实，要撤销其所获荣誉、称号，依法依规撤销教师资格、解除教师职务，同时还要录入全国教师管理信息系统，任何学校不得再聘任其从事教学、科研及管理等工作。   ...全文,,,,2018-11-16,iPhone客户端,15,1,7,,
4307014009876078,#青岛城事#【胶州北站联调联试结束 12月下旬具备通车条件】为了配合青岛新机场的建设，胶州北站日前重新建设，目前调试已经圆满结束，站房建设完成，根据建设计划，12月下旬具备通车条件。据悉，胶州北站是济青高铁和胶济客专的重要铁路站，辐射连接胶东国际机场、地铁八号线，是胶州市对外跨城市交通 ...全文,https://wx4.sinaimg.cn/large/8575b0b5ly1fx9yn2542dj20eq09375t.jpg,,,2018-11-16,微博 weibo.com,24,19,3,青岛城事,
4307008926462858,#美丽青岛# 你知道海的辽阔，也了解啤酒的泡沫，那么关于青岛的山，你了解吗？跟着@仁甲看见 的镜头一起感受山的魅力吧！ 青岛印象|山 ,,https://cn-videos.dji.net/video_trans/fcc58e6381fc44ebaf7ab8ec3feee852/720.mp4,,2018-11-16,iPhone客户端,73,15,71,美丽青岛,仁甲看见
4306999917042433,#青岛城事#【青岛今日正式开始供暖，您家的暖气片热了吗？】11月16日零时，青岛市正式开始供热。15日晚8时左右，记者先来到了美寓天城小区赵女士家中，温度计显示能达到22℃以上。据了解，岛城本供热季供暖日期从今年11月16日～2019年4月5日共计141天。取暖费价格与往年持平。半岛V视的秒拍视频 ,,"http://f.us.sinaimg.cn/004oL6T1lx07pePV0dP20104020143Hx0k010.mp4?label=mp4_720p&template=1280x720.27.0&Expires=1566190508&ssig=L5kMJE%2BzZB&KID=unistore,video",,2018-11-16,微博 weibo.com,16,26,5,青岛城事,
4306995895360522,#青岛速递#【冷空气来了青岛未来三天最高温度将降至10℃以下】受冷空气影响，青岛接下来的三天风力增大，气温明显下降，全市最低气温将低至-2℃左右，全市最高气温降至10℃以下。具体来看，16日，阴转多云，北风5-6级阵风7级，明天早晨最低气温市区7℃，其他区市最低4～6℃，白天最高气温 ...全文,https://wx3.sinaimg.cn/large/8575b0b5ly1fx9vjyd1ugg2061061js4.gif,,,2018-11-16,微博 weibo.com,4,4,4,青岛速递,
