id,正文,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4307087770698331,【空调这样取暖 能省20%以上的电！转存！】空调制热比制冷要耗费更大功率，耗电量也更大。许多人知道夏天要把空调温度设置在26℃，冬天该设多少度？①温度设置在20℃左右，健康节能；②设置朝下出风，让室温快速上升；③慎点电辅热功能！这样用空调，能省20%-30%的电量。转存，有用！ ...全文,,"http://f.us.sinaimg.cn/000Jpuzxlx07p0f4ph8I01040200jaTk0k010.mp4?label=mp4_hd&template=640x480.28.0&Expires=1566187128&ssig=i0qPtQgni6&KID=unistore,video",,2018-11-16,政务直通车,11,2,6,,
4307072672044974,【蒙西管道互联互通段投产】#聚焦·京津冀协同发展#11月15日上午，来自中海油天津LNG接收站的天然气经由31.5公里的新建管道，顺利进入中国石油在华北的天然气管网，这标志着中国海油蒙西煤制天然气外输管道项目一期工程互联互通段成功建成通气。蒙西管道互联互通段投产后，可在今冬明春供暖期，每天为北 ...全文,https://wx3.sinaimg.cn/large/902ace4bly1fxa5kq5omqj20d81t9482.jpg,,,2018-11-16,政务直通车,0,0,1,聚焦·京津冀协同发展,
4307057571681914,【近3亿元生活性服务业基金投向民企】#优化营商环境北京在行动#为支持生活性服务业民营企业发展壮大，市商务局为商业便民项目持续提供资金扶持，并设立了生活性服务业发展基金，不断放大民间投资乘数效应。2017年以来，本市生活性服务业发展基金累计投资12家民营企业共2.87亿元，占已投出资金的65%左右 ...全文,https://wx2.sinaimg.cn/large/902ace4bly1fxa3ua8rogj20es20ggud.jpg,,,2018-11-16,政务直通车,2,1,2,优化营商环境北京在行动,
4307042468433672,【酒店杯具检测结果将公示】#美丽北京·民生#11月14日，网友“花总”发布的视频曝光国内五星级酒店卫生状况堪忧。昨天下午，本市卫监部门突查4家在京涉事酒店。卫监部门将约谈部分五星级酒店，强化其卫生责任意识与法律责任，发挥酒店行业自律作用，规范行业行为。卫生监督机构将继续采取不定期随机抽检 ...全文,https://wx4.sinaimg.cn/large/902ace4bly1fxa23ub5f1j20f01b8dld.jpg,,,2018-11-16,政务直通车,4,14,2,美丽北京·民生,
4307027364170763,【新旧八里桥将齐跨通惠河】#美丽北京·民生#通燕高速旁，通惠河静静流淌，古色古香的八里桥横跨河面，桥面上车水马龙、川流不息。上游152米处，新八里桥也是一片忙碌景象，近百名工人顶着寒风施工。这座新八里桥如今已有了雏形，年底桥梁主体结构就将完工。 ,https://wx1.sinaimg.cn/large/902ace4bly1fxa0denjngj20e315rk2p.jpg,,,2018-11-16,政务直通车,2,1,4,美丽北京·民生,
4307012270068006,【3300余座锅炉房全部点火】#美丽北京·民生#昨天零时，全市正式供暖，市民家中室温须达到18℃以上。市供热办表示，正式供暖首日，全市3300余座锅炉房全部点火运行。目前，全市区级以上应急抢险队伍已全部就位，及时处置突发情况。 ,https://wx3.sinaimg.cn/large/902ace4bly1fx9ymyz2i9j20ef1lrtg2.jpg,,,2018-11-16,政务直通车,3,1,3,美丽北京·民生,
4307009170522751,#40位老外看北京变迁#第七集《47年，光阴的故事》。吉米，菲律宾人，退休前任美国有线电视新闻网（CNN）北京分社社长。1971年吉米来到北京，77年参加高考考入北大，是恢复高考后首批大学生。1978年以前，生活娱乐很单调匮乏，吉米说，一个月内能看上一两部露天电影就很不错了，如今中国影视行业今非昔 ...全文,,"http://f.us.sinaimg.cn/003lKjqLlx07pf39ZZu801040201aHdI0k010.mp4?label=mp4_720p&template=1280x720.28.0&Expires=1566187128&ssig=4n%2BTjdn3%2F1&KID=unistore,video",,2018-11-16,360安全浏览器,42,7,54,40位老外看北京变迁,
4306982053793771,【京洽会上，民企喜获60个“专属”项目】#聚焦北京#昨天，第十届投资北京洽谈会举行。在常规项目推介的基础上，为支持民营经济发展，市发改委会同各区筛选出60个投资项目向民间资本集中推介，投资总规模超1000亿元。 ,https://wx1.sinaimg.cn/large/902ace4bly1fx9v621h5oj20es27547k.jpg,,,2018-11-16,政务直通车,3,1,5,聚焦北京,
4306966950547011,【年内行政审批网上可办率须超90%】#聚焦北京#为庆祝改革开放40周年，昨天上午，“将改革开放进行到底”系列论坛举行首场活动，市委改革办、市发展改革委、市生态环境局、市政府外办四部门负责人，畅谈本市改革开放发展成就，与网友在线互动。今年年底前，市区两级行政审批事项网上可办率须达到90%以上 ...全文,https://wx2.sinaimg.cn/large/902ace4bly1fx9tfm4z9zj20dc1yfn64.jpg,,,2018-11-16,政务直通车,6,0,7,聚焦北京,
4306951783384512,【重磅！北京市机构改革第二批20家新机构挂牌！一图读懂】继本市10家新机构密集挂牌组建后，今天，第二批20家新机构正式挂牌成立，以新机构名义开始工作。新组建机构中，既有与中央和国家机关基本对应设置的机构，如市市场监督管理局、市应急管理局，建立起全市统一的市场监管体系和应急管理体系，确保上下贯通、执行有力；又有立足首都城市战略定位因地制宜设置的机构，如市政务服务管理局，主要是为了深入推进审批服务便民化，建设符合首都特点的政务服务体系，实现政务服务“一口对外”、审批事项“一窗办理”、群众诉求“一号响应”、创新创业“一网通办”。本市新机构的挂牌组建工作已基本完成。到本月底，新组建机构将全部调整到位。【聚焦】重磅！北京市机构改革第二批20家新机构挂牌！一图读懂,"https://wx1.sinaimg.cn/large/902ace4bly1fx9roap2b6j20kw5g1qml.jpg,https://wx2.sinaimg.cn/large/902ace4bly1fx9rojbrrjj20kw3j9anu.jpg",,,2018-11-16,微博 weibo.com,14,1,13,,
4306951397349570,#40位老外看北京变迁#第六集《北京，绿色宜居之都》。他叫@NicholasRosellini （罗世礼），来自意大利，联合国驻华协调员、联合国开发计划署驻华代表，第一次来北京是在2001年。回顾改革开放40年，罗世礼认为，中国成功让8亿人口脱贫，这是前无古人的成就。北京前瞻性的工业化战略，将最大限度地降低碳 ...全文,,"http://f.us.sinaimg.cn/001is69Tlx07peNni7LO01040201i4SQ0k010.mp4?label=mp4_720p&template=1280x720.28.0&Expires=1566187129&ssig=Rj9BWT4%2BP1&KID=unistore,video",,2018-11-16,360安全浏览器,14,33,67,40位老外看北京变迁,NicholasRosellini
4306936780137199,【房山将打造生命科技产业基地】#美丽北京#日前，房山区政府与京东方科技集团股份有限公司签署合作协议，双方将在北京高端制造业基地，共同打造京东方生命科技产业基地项目。 ,https://wx1.sinaimg.cn/large/902ace4bly1fx9pyvku8fj20db0ivdit.jpg,,,2018-11-16,政务直通车,6,4,8,美丽北京,
4306905948078211,【本市小微企业“零成本”报装排水】#优化营商环境北京在行动#今年3月，本市出台一系列优化营商环境的政策措施，其中就包括让企业能更便利地接入电、水、气、热等市政服务。市排水集团通过减材料、减环节、减时限、减成本、加服务的“四减一加”一窗服务模式，进一步优化排水服务，让企业享受实惠。 ,https://wx3.sinaimg.cn/large/902ace4bly1fx9mfea8xjj20ef15tdkf.jpg,,,2018-11-16,政务直通车,2,1,8,优化营商环境北京在行动,
4306895815302629,【以永远在路上的执着和韧劲 推动全面从严治党向纵深发展】#聚焦北京#昨天下午，市委在市委党校召开全市领导干部警示教育大会。市委书记蔡奇强调，全市上下必须拿出坚如磐石的决心，以永远在路上的执着和韧劲，持之以恒推动全面从严治党向纵深发展。市委副书记、市长陈吉宁，市人大常委会主任李伟，市 ...全文,https://wx1.sinaimg.cn/large/902ace4bly1fx9l9hvpjfj20es33sapu.jpg,,,2018-11-16,政务直通车,8,1,13,聚焦北京,
4306868799787260,【努力】#北京您好#今天周五，车辆限行尾号1和6；天气多云，-1℃~7℃。未来是未知的，但我们可以通过努力的尝试去获得自己所需要的一切。早安~ ,https://wx2.sinaimg.cn/large/902ace4bly1fx9i5sv9s8j20dw09aq38.jpg,,,2018-11-16,政务直通车,16,2,6,北京您好,
4306378081712193,【快转存！鲜为人知却非常实用的PPT技巧】#晚安北京#明天升旗时间06:59，降旗时间16:59；明天天气小雨转多云1℃~8℃。工作后，经常需要制作PPT。PPT如何转PDF？如何一键禁播所有动画？如何秒换所有字体？如何提取PPT里的图片？如何切换大小写？PPT如何抠图？9张图，9个PPT制作小技巧，值得记下！  ...全文,"https://wx3.sinaimg.cn/large/006PUglaly1fx7dca1rr8j30j60j6dp3.jpg,https://wx3.sinaimg.cn/large/006Pw0WLly1fx7dc7zr6bj30j60j612a.jpg,https://wx4.sinaimg.cn/large/006PUglaly1fx7dc78nyij30j60j6dp6.jpg,https://wx4.sinaimg.cn/large/0077YUs4ly1fx7dc734fvj30j60j6dom.jpg,https://wx2.sinaimg.cn/large/006Pw0WLly1fx7dc7pesmj30j60j612a.jpg,https://wx2.sinaimg.cn/large/0077X2u1ly1fx7dc79b3wj30j60j67cx.jpg,https://wx1.sinaimg.cn/large/0077YUs4ly1fx7dc85j5fj30j60j6dp8.jpg,https://wx1.sinaimg.cn/large/006UFTH9ly1fx7dc8dpv2j30j60j6ajk.jpg,https://wx4.sinaimg.cn/large/0077X2u1ly1fx7dc8g4cwj30j60j6qcd.jpg",,,2018-11-14,政务直通车,29,1,40,晚安北京,
4306370527781406,【地铁上方跑高速，新机场轨道线“最难段”打通！】#城市运行#新机场轨道线施工的重要节点，全长7.9公里的中国首条轨道线、高速公路共构段将实现主体结构完工，明年开通后，最上层走高速，中层通双车道新机场轨道线，下部为团河路和新机场地下综合管廊。 ,"https://wx1.sinaimg.cn/large/006UuoM3ly1fx7exo6araj30d81tqn7n.jpg,https://wx4.sinaimg.cn/large/006RQKxoly1fx7exr38joj30b406940m.jpg,https://wx4.sinaimg.cn/large/006UuoM3ly1fx7exwmehkj30go0amab6.jpg,https://wx1.sinaimg.cn/large/0075hqWNly1fx7exylp21j30go0aygnl.jpg,https://wx2.sinaimg.cn/large/006TqWycly1fx7ey0z2l1j30go0b6dhu.jpg,https://wx3.sinaimg.cn/large/006TqW5Aly1fx7ey34lcwj30go0b3wg3.jpg,https://wx1.sinaimg.cn/large/0068akTRly1fx7ey7v0nhj30go0aqdh7.jpg,https://wx3.sinaimg.cn/large/0068akTRly1fx7eyapymgj30go0alab1.jpg,https://wx2.sinaimg.cn/large/006T84Duly1fx7ezi940nj30go0b3t9z.jpg",,,2018-11-14,政务直通车,14,1,1,城市运行,
4306357278308545,#40位老外看北京变迁#第四集《了解中国，从了解北京开始》。他叫戴尚贤，是瑞士驻华大使。谈到北京，戴尚贤说，北京不仅是中国的政治中心，也是一个繁华的、充满科技氛围和研究氛围的人工智能高速发展中心。北京不断前进且不断自我调整，如果你不了解北京，你就不可能了解中国……#致敬40年#  ...全文,,"http://f.us.sinaimg.cn/0030MGDolx07pcbfZ9Ti01040201pZxz0k010.mp4?label=mp4_720p&template=1280x720.28.0&Expires=1566187133&ssig=tD0t%2FdALoy&KID=unistore,video",,2018-11-14,搜狗高速浏览器,42,15,76,"40位老外看北京变迁,致敬40年",
4306340363631225,【做好这9点，远离糖尿病！】数据显示，全球每11位成人中就有1位患糖尿病，患病人数达4.25亿。说到糖尿病，我们一直都将它以老年病对待。但近年来，糖尿病有明显的年轻化趋势。缺乏运动、作息混乱、体重超标……这些都可能成为糖尿病的诱因。今天，#世界糖尿病日#，教你如何预防糖尿病↓↓ ,"https://wx2.sinaimg.cn/large/006T92Zgly1fx7n0cryh5j30j60j6jw4.jpg,https://wx2.sinaimg.cn/large/006Tplsoly1fx7n0dmgvzj30j60j6dke.jpg,https://wx3.sinaimg.cn/large/006T92Zgly1fx7n0fw4yij30j60j6jvx.jpg,https://wx3.sinaimg.cn/large/006SJvTQly1fx7n0bjlgtj30j60j6dk2.jpg,https://wx1.sinaimg.cn/large/006SJvTQly1fx7n0c0h4kj30j60j6wif.jpg,https://wx4.sinaimg.cn/large/006Tplsoly1fx7n0c7e44j30j60j6tcw.jpg,https://wx2.sinaimg.cn/large/006T95wnly1fx7n0cje7jj30j60j677r.jpg,https://wx1.sinaimg.cn/large/006Tplsoly1fx7n0dpksgj30j60j6jve.jpg,https://wx1.sinaimg.cn/large/006UFzUply1fx7n0csgqmj30j60j677a.jpg",,,2018-11-14,政务直通车,8,1,17,世界糖尿病日,
4306325267962331,【棉纺厂老照片点亮十里堡】#美丽北京·文化#今年，曾经的棉纺工业重镇八里庄启动了主题为“八里情怀，十里记忆”的围墙更新计划，将在地区28条背街小巷的围墙上设置老照片展，留住地区的纺织记忆。 ,https://wx3.sinaimg.cn/large/902ace4bly1fx7rqjr44ij20e31oc4ac.jpg,,,2018-11-14,政务直通车,11,2,6,美丽北京·文化,
4306310155294256,【改革开放推动出境旅游人次涨了500倍】#改革开放40周年北京相册# @北京统计 近日发布改革开放以来北京旅游业发展报告。40年来，北京旅游市场规模不断拓展，服务供给体系逐步健全，旅游产品日趋丰富，服务品质显著提升，首都旅游业正由高速增长向高质量发展迈进。 ,https://wx4.sinaimg.cn/large/902ace4bly1fx7q02aaaoj20es1z27cc.jpg,,,2018-11-14,政务直通车,3,1,2,改革开放40周年北京相册,北京统计
4306295047382771,【石景山上线全市首家矛盾化解平台】#美丽北京·民生#昨日，石景山正式推出全市首家线上矛盾纠纷多元化解平台，通过大数据等技术汇聚多方调解力量，让百姓遇到纠纷可在线答疑，足不出户调解纠纷，降低矛盾化解成本，为百姓维权提供新途径。 ,https://wx2.sinaimg.cn/large/902ace4bly1fx7o9lx6ulj20f91iqjye.jpg,,,2018-11-14,政务直通车,5,0,2,美丽北京·民生,
4306287497442943,【为什么会胖？这回可以甩锅了：可能是小时候没睡够】日前，我国学者开展的一项针对6到18岁儿童青少年、随访长达10年的代谢综合征研究结果在权威国际期刊发表。研究发现，儿童的肥胖和超重与睡眠密切相关。戳视频新华视点的秒拍视频 ,,"http://gslb.miaopai.com/stream/QE7nOkJNBpIgOTrjRMwcQ8bjfs-a3Q5AuNO1Uw__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_hd&mpflag=8&Expires=1566187133&ssig=lwn7IcV%2FQB&KID=unistore,video",,2018-11-14,政务直通车,8,7,13,,
4306279943904906,【地铁3号线工体站主体结构开工】#城市运行#在经历近半年的大量前期准备工作后，地铁3号线一期工程01标工人体育场站近日迎来主体小导洞开挖，标志着工人体育场站正式进入主体结构施工阶段。 ,"https://wx1.sinaimg.cn/large/005spJqZly1fx7f3o13buj30d910wn2x.jpg,https://wx1.sinaimg.cn/large/006STrqHly1fx7mj5c51qj30dw0990ux.jpg,https://wx1.sinaimg.cn/large/0077Xi09ly1fx7mj5j9e5j30dw07c755.jpg",,,2018-11-14,政务直通车,14,7,9,城市运行,
4306269781852830,【掌阅科技等民企获朝阳定制“服务包”】#优化营商环境北京在行动#@掌阅阅读 @得到 等文化科技类重点民营企业，近日获得了朝阳区为其定制的精准“服务包”。此外，朝阳区还整合数百亿元的基金资源，推动民营企业高质量发展。 ,https://wx3.sinaimg.cn/large/902ace4bly1fx7ld4o5u4j20e314ftik.jpg,,,2018-11-14,政务直通车,4,0,3,优化营商环境北京在行动,"掌阅阅读,得到"
4306211979503781,【陕京四线新压气站月底投产】#资讯#随着陕京四线托克托站本月底即将投产，供京天然气能力将每天再提高1600多万立方米。 ,https://wx3.sinaimg.cn/large/902ace4bly1fx7eq56fv8j20d72r8tmz.jpg,,,2018-11-14,政务直通车,3,0,3,资讯,
4306190026880795,"【兴延高速5.8公里石峡隧道全线贯通】#聚焦北京#随着“轰”的一声巨响, 兴延高速公路石峡隧道右线最后2米围岩爆破成功。这座本市目前在建的最长公路隧道，经过全体参建人员的共同努力，历时939天，于近日胜利贯通。兴延高速预计将于今年年底通车，公路建成后，将大大缩短中心城区与延庆间的距离。 ",https://wx3.sinaimg.cn/large/902ace4bly1fx7c7dt3y5j20ef1bktey.jpg,,,2018-11-14,政务直通车,15,6,13,聚焦北京,
4306166219741428,【严格落实责任 坚决打赢冬季大气污染防治攻坚战】#聚焦北京#昨天，本市发布空气重污染黄色预警并启动应急预案，这是今年入冬以来首个重污染预警。晚上8时许，市委副书记、市长陈吉宁来到新组建的市生态环境局，通过视频系统调度全市应急措施落实情况，随后又不打招呼、直插现场，到市内多处工地、重型 ...全文,https://wx4.sinaimg.cn/large/902ace4bly1fx79gymzhgj20es14ddlk.jpg,,,2018-11-14,政务直通车,9,23,17,聚焦北京,
4306159202977847,【密切联系群众的四个着力点】#党建声音#党员干部密切联系群众是增强党的长期执政能力的基础工程。新时代对做好群众工作提出了新要求。坚持不懈践行党的群众路线，深入细致做好群众思想政治工作，进一步密切党同人民群众的血肉联系，必须从以下四个方面下更大功夫。 ,https://wx2.sinaimg.cn/large/902ace4bly1fx78ny6mv7j20d82f44f0.jpg,,,2018-11-14,政务直通车,6,5,23,党建声音,
4306144023530232,【努力】#北京您好#今天周三，车辆限行尾号4和9；天气多云，5℃~14℃。努力，很多时候是一个人的单打独斗，尽己所能，扬长补短，就是对自己最好的成全。让每个今天都优于过去的昨天，改变就会在你意想不到的时候发生。早安！ ,https://wx2.sinaimg.cn/large/902ace4bly1fx76x6h4gij20dw0afdh5.jpg,,,2018-11-14,政务直通车,16,3,6,北京您好,
4299492742308730,【深秋颐和园美如画】#晚安北京#明天升旗时间06:37，降旗时间17:19；明天天气多云，气温5℃~17℃。深秋的颐和园已经美成这样，明天周末，可以去转转，晚安~ 摄影：颐和园微摄影团队 ,"https://wx2.sinaimg.cn/large/00788DfPly1fwlfqeoqs5j30j60asmzm.jpg,https://wx2.sinaimg.cn/large/006PUbx6ly1fwlfqembirj30j60aswgh.jpg,https://wx3.sinaimg.cn/large/006TlxNely1fwlfqfek7hj30j60csjuf.jpg,https://wx4.sinaimg.cn/large/006Tr4Txly1fwlfqeivgsj30j60asdjm.jpg,https://wx4.sinaimg.cn/large/006Tr4Txly1fwlfqg7p9sj30j60csjv6.jpg,https://wx4.sinaimg.cn/large/006Tr4Txly1fwlfqeijjij30j60aswfz.jpg,https://wx3.sinaimg.cn/large/006Toexgly1fwlfqf5523j30j60d30yo.jpg,https://wx2.sinaimg.cn/large/006PxjZVly1fwlfqers38j30j60csn0r.jpg,https://wx1.sinaimg.cn/large/006Tr4Txly1fwlfqevdbej30j60a0adb.jpg",,,2018-10-26,政务直通车,23,2,7,晚安北京,
4299477642447046,【60至64岁老年人下月领“养老卡”】#美丽北京·民生#市老龄办25日表示，60至64周岁老年人的北京通-养老助残卡将启动发放。11月1日起，已提交采集信息的老年人可到社区领卡。详戳↓↓↓ ,https://wx1.sinaimg.cn/large/902ace4bly1fwlxaqn7nij20fa1dh7a4.jpg,,,2018-10-26,政务直通车,5,4,6,美丽北京·民生,
4299462539189695,【“红袖标”魅力比拼！ “首都最美治安志愿者”邀你投票】有这样一群人不求回报奔波于城市街道，为我们带来温暖。他们有一个共同的名字：志愿者。2018年“首都最美治安志愿者”评选宣传活动启动啦！“红袖标”魅力比拼！ “首都最美治安志愿者”邀你投票 ,,,,2018-10-26,政务直通车,3,3,1,,
4299447439077318,【供暖11月7日点火试运行】#美丽北京·民生#25日，本市部署今冬供暖和扫雪铲冰工作，月底前，全市供热单位具备供热条件。本采暖季，全市供热面积将达8.7亿平方米，集中供热面积基本实现清洁化。 ,https://wx3.sinaimg.cn/large/902ace4bly1fwlttvbr5rj20dx1yoqdr.jpg,,,2018-10-26,政务直通车,7,15,28,美丽北京·民生,
4299432306599481,【读懂体检报告上的乙肝数据 】#提示#随着乙肝疫苗的普及，国内乙肝感染率在逐渐下降。乙肝的危害众所周知，那么，乙肝的检查数据你都能看懂吗？ ,https://wx4.sinaimg.cn/large/902ace4bly1fwls3aoku0j20ef30vk8p.jpg,,,2018-10-26,政务直通车,6,1,4,提示,
4299417249222867,【京港洽谈会签约35.3亿美元】#聚焦北京#25日，第22届京港洽谈会闭幕。在京港双向投资重点项目签约仪式上，共有15个重点项目签约，其中包括两个签署合作协议以及13个双向投资项目，签约金额折合35.3亿美元。下一步，本市市民将直接受惠于这些投资项目，未来将享受到更加人性化的轨道交通服务，以及来自 ...全文,https://wx1.sinaimg.cn/large/902ace4bly1fwlqd1q55tj20es1kfajs.jpg,,,2018-10-26,政务直通车,1,1,3,聚焦北京,
