id,正文,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户
4312438042174221,#今日热搜# 成都双流机场看飞机的人群！挨得这么近，你们是在考飞机驾照吗？？？ @成都事儿君成都事儿君的微博视频 ,,"http://f.us.sinaimg.cn/002weLh0lx07pyklJWbm01040200diGM0E010.mp4?label=mp4_720p&template=720x1280.24.0&Expires=1566195280&ssig=qiuY38smaS&KID=unistore,video",,2018-12-01,360安全浏览器,63,55,17,今日热搜,
4312432590004647,#遇见最美成都# 赶紧！估计也就今明两天，错过等一年！成都发布 黄尚斐 成都发布的秒拍视频 ,,"http://f.us.sinaimg.cn/003318t3lx07pCV0oSaY010402003IfW0E010.mp4?label=mp4_hd&template=844x480.28.0&Expires=1566195280&ssig=9G8K9VWF2Y&KID=unistore,video",,2018-12-01,360安全浏览器,15,8,9,遇见最美成都,
4312422850867767,【冬天很冷，成都很暖！蓉漂“地铁女孩”收到企业橄榄枝：留下来吧】11月19日，四川成都，“蓉漂”小潘因求职遇到问题发了一段7秒的视频倾诉，竟意外走红网络。@成都地铁 看到后安慰女孩：“加油啊！留下来吧！”也有一些企业希望联系到小潘，把工作机会介绍给她。小潘则表示，“大家的心意我心领了， ...全文,,http://gslb.miaopai.com/stream/BRlr-wCCB-TdWenoXyim9fcRR1EbfbDOBjd1tw__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32,,2018-12-01,360安全浏览器,970,508,106,,成都地铁
4312418680955910,【首部“蓉漂”人才微电影在蓉首映】#天府文化# 作为第六届中国网络视听大会六大成都本土重磅活动之一的首部“蓉漂”人才微电影《选择这里 成就更好的自己》首映式今日上午举行。“剧情很真实，也很触动，就好像自己身边发生的故事一样。”在现场第一次观看了微电影的“蓉漂校园大使”小李这样说道。为 ...全文,"https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxr7j1fdvrj21900u04qp.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxr7jc4y2cj21900u04qp.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxr7jp8qocj21900u07wh.jpg",,,2018-12-01,360安全浏览器,12,9,13,天府文化,
4312406269827503,【近十次坝坝会 让“油烟扰民”变为“健康文化一条街”】健康养生的知识、可测身高的小树图案、显示健康指标的转盘……这是近日记者在青羊区上汪家拐街看到的景象。令人意想不到的是，去年8月这里还是一幅商铺违法搭建、油烟扰民的面貌。 是什么改变了这里？见证了这条街道变化的文翁社区党委书记刘仁 ...全文,"https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxr645di4cj208c050dh7.jpg,https://wx4.sinaimg.cn/large/5ad2d3c5gy1fxr64e5cryj208c0b3mzh.jpg,https://wx3.sinaimg.cn/large/5ad2d3c5gy1fxr64m394aj208c069jse.jpg",,,2018-12-01,360安全浏览器,6,2,2,,
4312397734722174,#美食之都# 【脆萝卜做法】酸甜微辣、脆爽可口、解腻助消化，简单而美好的开胃小菜。@天天美食推荐 ,"https://wx4.sinaimg.cn/large/5ad2d3c5gy1fxr4l5fphcj20c80gbac6.jpg,https://wx4.sinaimg.cn/large/5ad2d3c5gy1fxr4l8euqej20c80ga40p.jpg,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxr4ld1u47j20c80gbdi3.jpg,https://wx4.sinaimg.cn/large/5ad2d3c5gy1fxr4li18itj20c80gbtbc.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxr4llwslgj20c80gbgo1.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxr4lqdj7sj20c80gagnv.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxr4lwg7mvj20c80gbt9v.jpg,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxr4m29hsoj20c80gbq57.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxr4m7oydmj20c80gbgn1.jpg",,,2018-12-01,微博 weibo.com,50,2,34,美食之都,天天美食推荐
4312392231928110,【一分钟让我们不恐艾，多关爱】 从艾滋病第一次出现开始，世人对艾滋病和艾滋病病毒携带者的误解和恐惧就从未停止，让他们受到来自社会的歧视和孤立。要想不恐艾，最重要的就是了解艾滋病传播知识和途径！关注@飞碟说 并转发原微博，@飞碟说 将在12月3号抽1位小可爱，送上 Kindle电子书阅读器助你涨知 ...全文,,http://gslb.miaopai.com/stream/s6FJF5OLpaLTg-GvP2bUv-S~eoO2yc~ym-295A__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32,,2018-12-01,360安全浏览器,73,125,112,,"飞碟说,飞碟说"
4312385558308033,#今日热搜#【刘国梁当选新一届中国乒协主席 恭喜那个不懂球的胖子！ 】据新华社，中国乒乓球协会12月1日上午在北京天坛饭店举行换届选举，原乒协副主席、第九届委员会换届筹备工作小组组长刘国梁当选新一届乒协主席。@人民日报 ,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxr3qz6q3zj20hs0dbjs7.jpg,,,2018-12-01,360安全浏览器,37,4,9,今日热搜,人民日报
4312379976062216,#成都午间天气# 【天阴云厚】 上午云层当班，预计午后云层依旧厚实，西部地区一直阴阴沉沉，还有几许雾气缭绕，而中东部的小伙伴则有望在云层的间隙中，短暂地感受到“花花”太阳，最高温度15℃。@成都气象 ,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxr33xb5iyj20j60pa0ui.jpg,,,2018-12-01,360安全浏览器,6,1,2,成都午间天气,成都气象
4312375530358921,#交通出行# 【三环路金牛立交主线桥正式通车】昨日下午，三环路金牛立交主线桥正式通车——没有了红灯，双向6车道！新建主线桥是三环路扩能提升主体工程一标段的重大节点工程，起点位于金牛大道与金府路交叉口南侧，向北延伸分别跨越金府路口、三环路主辅道后落地，为城市快速路，是金牛立交进出城方向 ...全文,https://wx4.sinaimg.cn/large/5ad2d3c5gy1fxr2lhw57tj20fa0a814r.jpg,,,2018-12-01,360安全浏览器,7,9,10,交通出行,
4312372036216223,#都来耍#【你有多久没有开心地笑过了？】据说孩子的微笑次数是成人的40倍，听着视频里宝宝们治愈的笑声，感觉心情都变好了~（youtube精彩视频）YouTube精彩视频的秒拍视频 ,,"http://f.us.sinaimg.cn/002Jq41Tlx07pA5yz21i01040200DLbQ0E010.mp4?label=mp4_720p&template=1280x720.20.0&Expires=1566195282&ssig=eFzHuvPf64&KID=unistore,video",,2018-12-01,360安全浏览器,37,11,16,都来耍,
4312362745828271,#美食之都#成都规矩过场最多的面，真的很任性呢！（成都美食榜）成都美食榜的秒拍视频 ,,"http://f.us.sinaimg.cn/001fDTdHlx07oOdlYrwI01040200Wa3o0k010.mp4?label=mp4_720p&template=720x1280.24.0&Expires=1566195282&ssig=K5VVB2QMcX&KID=unistore,video",,2018-12-01,360安全浏览器,42,34,17,美食之都,
4312354953612497,#都来耍# 周末的早晨，你为啥早起？ @人民网 ,https://wx4.sinaimg.cn/large/5ad2d3c5gy1fxqz9zf26vj20j60j6gm5.jpg,,,2018-12-01,微博 weibo.com,15,33,2,都来耍,人民网
4312346308590797,【注意！意外感染HIV 72小时内可服药救命】#博文广记# 每年的12月1日是世界艾滋病日。@四川大学华西医院 感染性疾病中心医生唐红介绍，艾滋病由感染HIV病毒引起。艾滋病的传染分为三种形式： 性接触、血液以及母婴传播。由于目前尚无预防艾滋病的有效疫苗，因此最重要的是采取预防措施。“如果发生了高 ...全文,,http://gslb.miaopai.com/stream/q9vRVmJtZWK11rnPwIF1Lsn-o7xsvlZUKocc5g__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32,,2018-12-01,360安全浏览器,26,12,30,博文广记,四川大学华西医院
4312342374307542,#交通出行#【别纠结 这是正确的热车姿势】关于冬天热不热车的问题，有很多说法，一部分人说完全没必要，一部分人坚持必须热车，到底需不需要热车呢？什么才是正确的“热车”方式？2分钟讲明白。天津交警的秒拍视频  ,,http://gslb.miaopai.com/stream/ZxmlXX5LVPAJaABPShjaF11TNZklC4qI~8~-sw__.mp4?yx=&refer=weibo_app&vend=weibo&label=mp4_720p&mpflag=32,,2018-12-01,微博 weibo.com,13,9,8,交通出行,
4312339182857268,【2018最后一个月 你想怎么过？】#博闻广记# 今天12月1日，2018最后一个月的第一天，你还有什么没来得及做？赶紧行动！最后，抱抱自己——“这一年，辛苦了。” 据人民网 ,"https://wx4.sinaimg.cn/large/5ad2d3c5gy1fxqyd4kr5uj20c80c8dge.jpg,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxqyddxkl3j20c80c83z3.jpg,https://wx4.sinaimg.cn/large/5ad2d3c5gy1fxqydjyolpj20c80c8aam.jpg,https://wx4.sinaimg.cn/large/5ad2d3c5gy1fxqydq5sjvj20c80c8t99.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxqydyp7k4j20c80c8q3h.jpg,https://wx4.sinaimg.cn/large/5ad2d3c5gy1fxqye5ixs2j20c80c80tb.jpg,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxqyef1uacj20c80c874t.jpg,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxqyexhvopj20c80c8t98.jpg,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxqyf3ucyhj20c80c8wf0.jpg",,,2018-12-01,360安全浏览器,10,1,8,博闻广记,
4312327270509299,#天下新闻汇#1、国内首座3D打印桥在沪完成!日前，上海桃浦智创城中央公园，一座特殊的桥安装完毕。桥长15.25米、宽3.8米、高1.2米，桥面S形曲面。它是3D打印技术用35天，“一次成型”而来的。新民晚报新民网的秒拍视频2、著名相声表演艺术家常贵田同志因病医治无效，于昨晨逝世，享年76岁。常贵田，1942年 ...全文,,"http://f.us.sinaimg.cn/004kC7iFlx07pzS0Y7Qk01040201YV5d0E010.mp4?label=mp4_720p&template=1280x720.20.0&Expires=1566195283&ssig=t3m6Q9F8tv&KID=unistore,video",,2018-12-01,微博 weibo.com,8,4,3,天下新闻汇,
4312319720716951,#成都新闻早知道#   1、@成都气象 预计今日白天多云间阴天，早晨部分地方有雾，气温8～15℃。 【今日不限行】2、油价又降啦！昨日，国家发改委发出通知，自11月30日24时起，国内汽、柴油价格每吨分别降低540元和520元。成都地区92号汽油降为6.88元进入6元时代。3、从11月30日起，“四川网上保险 ...全文,https://wx3.sinaimg.cn/large/5ad2d3c5gy1fxqgvemlw5j21ta0rshdx.jpg,,,2018-12-01,微博 weibo.com,13,7,3,成都新闻早知道,成都气象
4307120462222576,#都来耍#大家最近在看的一本书____ （人民网） ,https://wx4.sinaimg.cn/large/5ad2d3c5gy1fxa9krvjk3j20ck08d3yx.jpg,,,2018-11-16,微博 weibo.com,9,59,2,都来耍,
4307113419424198,【“今天的工作好开心“】#今日热搜#希望坚守岗位的你，哪怕背对着舞台，也能找到属于自己的精彩姜孜戈的微博视频 ,,"http://f.us.sinaimg.cn/0023VqEWlx07oVBNwOZi01040200sI460k010.mp4?label=mp4_hd&template=544x960.24.0&Expires=1566195352&ssig=tS4RflJbzr&KID=unistore,video",,2018-11-16,微博 weibo.com,92,25,14,今日热搜,
4307106558082369,#都来耍#据说这是大家最近的状态 ,"https://wx3.sinaimg.cn/large/5ad2d3c5gy1fxa9gsex6ij20jg0jg756.jpg,https://wx4.sinaimg.cn/large/5ad2d3c5gy1fxa9gskoq3j20jg0jgq3u.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxa9gsq869j20jg0jgdgr.jpg,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxa9gszak7j20jg0jgt9o.jpg,https://wx4.sinaimg.cn/large/5ad2d3c5gy1fxa9gs8m0wj20jg0jg3zh.jpg,https://wx3.sinaimg.cn/large/5ad2d3c5gy1fxa9gt5314j20jg0jgaaz.jpg",,,2018-11-16,iPhone X,27,4,4,都来耍,
4307099435479700,#都来耍#来试试吧！（成都美食） ,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxa8n8v3jqj20j50bpq3u.jpg,,,2018-11-16,iPhone X,6,142,6,都来耍,
4307092808141245,【川航“英雄机组”今日重返蓝天！首航成都至北京】#都知道#11月16日11时45分，由四川航空“中国民航英雄机组”执飞的川航3U8883成都至北京航班顺利飞抵北京首都国际机场。这标志着川航“英雄机组”的身体状况以及技术状态已经完全恢复，正式重返蓝天，回归航班的日常保障工作。刘传健机长 ...全文,"https://wx3.sinaimg.cn/large/5ad2d3c5gy1fxa7vukzivj20go0b3jsd.jpg,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxa7vut5smj20yo0k0n0k.jpg",,,2018-11-16,iPhone X,43,17,11,都知道,
4307085447853065,【1983年成都市井景象，这些照片都是哪儿？】#都知道#每个城市都有它的过去、现在和未来！要想了解一个城市，它的过去是必须要知道的。你还记得老成都原来的样子吗?（微成都） ,"https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxa715n0eij20hs0dcq4a.jpg,https://wx3.sinaimg.cn/large/5ad2d3c5gy1fxa715rcecj20hs0b8myl.jpg,https://wx4.sinaimg.cn/large/5ad2d3c5gy1fxa715w4ojj20hs0bign2.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxa71637qqj20d406n3z8.jpg,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxa7167o53j20hs0dcgmf.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxa715g5qnj20hm0bvq3w.jpg,https://wx3.sinaimg.cn/large/5ad2d3c5gy1fxa716dwloj20hs0hwjsn.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxa716j67qj20hs0c0dhu.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxa716nqthj20hs0dct9r.jpg",,,2018-11-16,iPhone X,31,34,22,都知道,
4307077935208201,【来，听一首写给现在和未来的歌！】#今日热搜#由@吴磊LEO @许魏洲ZZ @宋祖儿lareina @熊梓淇 @关晓彤 @杨紫 @鞠婧祎 等青年人共同演唱的MV《未来已来》今日上线。通过歌声，让年轻人唱出放飞梦想，未来已来的宣言！中国青年报的秒拍视频 （中国青年报） ,,"http://f.us.sinaimg.cn/001dfBPElx07peARaLtS01040201HEa20k020.mp4?label=mp4_720p&template=1280x720.28.0&Expires=1566195352&ssig=kVbHGK1%2FvW&KID=unistore,video",,2018-11-16,iPhone X,6,2,3,今日热搜,"吴磊LEO,许魏洲ZZ,宋祖儿lareina,熊梓淇,关晓彤,杨紫,鞠婧祎"
4307073015135895,#十秒看成都#11月15日是2018成都国际时尚周“天府日”，在位于红星路-春熙路广场的Fashion Center空间，一系列体现成都人、成都品牌和成都故事的艺术分享活动、快闪秀和摄影展火热举行，为大众奉上一道又一道多元化时尚大餐。作为“中国时尚一线城市”的成都，正在成为越来越多年轻人时尚消费、创业的 ...全文,,"http://f.us.sinaimg.cn/0026ipiilx07pfkujrPG01040200fwwf0k010.mp4?label=mp4_720p&template=1280x720.28.0&Expires=1566195352&ssig=psQGMbv0%2Fx&KID=unistore,video",,2018-11-16,秒拍网页版,12,2,4,十秒看成都,
4307066896387474,【炫！三场大秀闪亮太古里~】#2018成都国际时尚周#是天府成都首个国际时尚周。今天下午，古色古香的太古里广东会馆为成都带来3场时尚品牌秀——BLUE ERDOS秀、Stella McCartney秀、ETRO秀。此外，在春熙路广场举办的特展，还将举行美业与创业的新机遇、《寻真·造物》—成都生活美学的活动。作为西南区 ...全文,"https://wx3.sinaimg.cn/large/5ad2d3c5gy1fxa4v7h5lhj20u01907wl.jpg,https://wx4.sinaimg.cn/large/5ad2d3c5gy1fxa4vas8rbj20u01907wl.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxa4vf9yd5j20u01901l2.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxa4vjdatkj20u0190b2e.jpg,https://wx4.sinaimg.cn/large/5ad2d3c5gy1fxa4vmu51ej20u01901l2.jpg,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxa4vpwmb4j20u01adx6p.jpg,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxa4vte4nyj21910u0kjl.jpg,https://wx3.sinaimg.cn/large/5ad2d3c5gy1fxa4wdb9wyj21900u0u18.jpg,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxa4vwglfkj21910u0npd.jpg",,,2018-11-16,微博 weibo.com,26,8,8,2018成都国际时尚周,
4307059565006803,【想去都江堰龙池赏雪的朋友们注意了！现景区处于封闭状态】#都方便#据@成都旅游官微 消息：都江堰龙池国家森林公园因不具备对外开放的条件，现继续处于封闭状态。封闭期间，禁止一切观光旅游、穿越探险等活动。为了大家的自身安全，请游客朋友们不要前往。 ,https://wx4.sinaimg.cn/large/5ad2d3c5gy1fxa42eysffj20k00bl3zn.jpg,,,2018-11-16,iPhone X,4,8,3,都方便,成都旅游官微
4307050785623569,#遇见最美成都#一场冬雨过后，银杏纷纷掉落，虽然今天的成都没有阳光，但是满地的落叶也为冬日的成都增添了一份暖色图据@ATtoWhere ,"https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxa30kgmqvj20qo13yk54.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxa30lggeyj20qo13y4by.jpg,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxa30munkfj20qo13y1el.jpg,https://wx3.sinaimg.cn/large/5ad2d3c5gy1fxa325s2n4j213y0qodx2.jpg,https://wx3.sinaimg.cn/large/5ad2d3c5gy1fxa324n1lzj213y0qo10z.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxa326jmesj213y0qogu1.jpg,https://wx3.sinaimg.cn/large/5ad2d3c5gy1fxa327hio4j213y0qoapk.jpg,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxa30jeikqj213y0qokcc.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxa328acqkj20qo13y1d7.jpg",,,2018-11-16,iPhone X,34,16,5,遇见最美成都,ATtoWhere
4307042158137803,【世上海拔最高的超特长公路隧道！雀儿山隧道夺国际隧道界奥斯卡奖】#看四川#15日，从四川交投集团获悉，近日，雀儿山隧道成为中国首次入围国际隧道协会“年度工程大奖”的公路隧道项目，并最终夺得隧道界“奥斯卡奖”——布鲁内尔奖杯，标志着中国公路隧道勘察设计和施工水平成功跻身世界顶尖行列。雀 ...全文,"https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxa22jsuzgj20ku0dwn1f.jpg,https://wx4.sinaimg.cn/large/5ad2d3c5gy1fxa22j5w22j20kt0v9n88.jpg",,,2018-11-16,iPhone X,22,10,7,看四川,
4307034394414368,#美食之都#地道的成都面馆你吃过几家！（成都美食） ,"https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxa15xhg43j20j60r0t9w.jpg,https://wx3.sinaimg.cn/large/5ad2d3c5gy1fxa15z3uf5j20j60ydjtc.jpg,https://wx3.sinaimg.cn/large/5ad2d3c5gy1fxa160xp7oj20j60yjtaq.jpg,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxa162ks6oj20j60zbdht.jpg,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxa163zcmvj20j60yvtat.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxa1666tpoj20j60qota1.jpg,https://wx3.sinaimg.cn/large/5ad2d3c5gy1fxa168pc6sj20j60rndhj.jpg,https://wx3.sinaimg.cn/large/5ad2d3c5gy1fxa16apfh3j20j60re75m.jpg,https://wx2.sinaimg.cn/large/5ad2d3c5gy1fxa16cgj6rj20j60q0jsn.jpg",,,2018-11-16,搜狗高速浏览器,32,19,43,美食之都,
4307028316370045,【油价大降，创近4年之最！这次，省的钱是以往3倍！】#今日热搜#新一轮成品油调价窗口将于今天24时开启。本次调价，汽油每吨将下调510元、柴油每吨将下调490元。这也是近四年油价最大降幅，是今年以来，前7次降价平均值的约3倍！按一般家用汽车油箱50L容量估测，加满一箱92号汽油将节省约20元。 ...全文,https://wx1.sinaimg.cn/large/5ad2d3c5gy1fxa0h7swiwj20k00pa0uw.jpg,,,2018-11-16,搜狗高速浏览器,11,29,5,今日热搜,
